plantID,pop,year,popYear,taxa,sp,reg,nFlrs,nFrts,latN,lonW
SCL29,SCL,2019,SCL-2019,S,S,wS,7,0,33.5655,-101.80032
SCL30,SCL,2019,SCL-2019,S,S,wS,33,17,33.5655,-101.80032
SFP01,SFP,2018,SFP-2018,S,S,nS,38,16,47.05173,-96.427291
SFP02,SFP,2018,SFP-2018,S,S,nS,14,11,47.05173,-96.427291
SFP03,SFP,2018,SFP-2018,S,S,nS,21,17,47.05173,-96.427291
SFP04,SFP,2018,SFP-2018,S,S,nS,77,47,47.05173,-96.427291
SFP05,SFP,2018,SFP-2018,S,S,nS,31,25,47.05173,-96.427291
SFP06,SFP,2018,SFP-2018,S,S,nS,19,12,47.05173,-96.427291
SFP07,SFP,2018,SFP-2018,S,S,nS,52,24,47.05173,-96.427291
SFP08,SFP,2018,SFP-2018,S,S,nS,37,32,47.05173,-96.427291
SFP09,SFP,2018,SFP-2018,S,S,nS,38,32,47.05173,-96.427291
SFP10,SFP,2018,SFP-2018,S,S,nS,17,13,47.05173,-96.427291
SFP11,SFP,2018,SFP-2018,S,S,nS,18,8,47.05173,-96.427291
SFP12,SFP,2018,SFP-2018,S,S,nS,17,17,47.05173,-96.427291
SFP13,SFP,2018,SFP-2018,S,S,nS,43,34,47.05173,-96.427291
SFP14,SFP,2018,SFP-2018,S,S,nS,19,15,47.05173,-96.427291
SFP15,SFP,2018,SFP-2018,S,S,nS,17,13,47.05173,-96.427291
SFP16,SFP,2018,SFP-2018,S,S,nS,48,28,47.05173,-96.427291
SFP17,SFP,2018,SFP-2018,S,S,nS,10,7,47.05173,-96.427291
SFP18,SFP,2018,SFP-2018,S,S,nS,25,20,47.05173,-96.427291
SFP19,SFP,2018,SFP-2018,S,S,nS,20,18,47.05173,-96.427291
SFP20,SFP,2018,SFP-2018,S,S,nS,18,16,47.05173,-96.427291
SFP21,SFP,2018,SFP-2018,S,S,nS,18,12,47.05173,-96.427291
SFP22,SFP,2018,SFP-2018,S,S,nS,15,12,47.05173,-96.427291
SFP23,SFP,2018,SFP-2018,S,S,nS,41,25,47.05173,-96.427291
SFP24,SFP,2018,SFP-2018,S,S,nS,12,9,47.05173,-96.427291
SFP25,SFP,2018,SFP-2018,S,S,nS,28,18,47.05173,-96.427291
SFP26,SFP,2018,SFP-2018,S,S,nS,15,7,47.05173,-96.427291
SFP27,SFP,2018,SFP-2018,S,S,nS,22,12,47.05173,-96.427291
SFP28,SFP,2018,SFP-2018,S,S,nS,19,15,47.05173,-96.427291
SFP29,SFP,2018,SFP-2018,S,S,nS,19,17,47.05173,-96.427291
SFP30,SFP,2018,SFP-2018,S,S,nS,60,45,47.05173,-96.427291
SIC01,SIC,2019,SIC-2019,S,S,sS,19,12,30.486035,-101.7882521
SIC02,SIC,2019,SIC-2019,S,S,sS,30,24,30.486035,-101.7882521
SIC03,SIC,2019,SIC-2019,S,S,sS,18,12,30.486035,-101.7882521
SIC04,SIC,2019,SIC-2019,S,S,sS,4,3,30.486035,-101.7882521
SIC05,SIC,2019,SIC-2019,S,S,sS,11,10,30.486035,-101.7882521
SIC06,SIC,2019,SIC-2019,S,S,sS,18,10,30.486035,-101.7882521
SIC07,SIC,2019,SIC-2019,S,S,sS,54,27,30.486035,-101.7882521
SIC08,SIC,2019,SIC-2019,S,S,sS,16,12,30.486035,-101.7882521
SIC09,SIC,2019,SIC-2019,S,S,sS,16,7,30.486035,-101.7882521
SIC10,SIC,2019,SIC-2019,S,S,sS,17,10,30.486035,-101.7882521
SIC11,SIC,2019,SIC-2019,S,S,sS,19,8,30.486035,-101.7882521
SIC12,SIC,2019,SIC-2019,S,S,sS,12,10,30.486035,-101.7882521
SIC13,SIC,2019,SIC-2019,S,S,sS,24,18,30.486035,-101.7882521
SIC14,SIC,2019,SIC-2019,S,S,sS,17,11,30.486035,-101.7882521
SIC15,SIC,2019,SIC-2019,S,S,sS,21,14,30.486035,-101.7882521
SIC16,SIC,2019,SIC-2019,S,S,sS,8,8,30.486035,-101.7882521
SIC17,SIC,2019,SIC-2019,S,S,sS,19,15,30.486035,-101.7882521
SIC18,SIC,2019,SIC-2019,S,S,sS,17,14,30.486035,-101.7882521
SIC19,SIC,2019,SIC-2019,S,S,sS,15,8,30.486035,-101.7882521
SIC20,SIC,2019,SIC-2019,S,S,sS,31,23,30.486035,-101.7882521
SIC21,SIC,2019,SIC-2019,S,S,sS,11,9,30.486035,-101.7882521
SIC22,SIC,2019,SIC-2019,S,S,sS,21,15,30.486035,-101.7882521
SIC23,SIC,2019,SIC-2019,S,S,sS,17,9,30.486035,-101.7882521
SIC24,SIC,2019,SIC-2019,S,S,sS,9,4,30.486035,-101.7882521
SIC25,SIC,2019,SIC-2019,S,S,sS,12,9,30.486035,-101.7882521
SIC26,SIC,2019,SIC-2019,S,S,sS,17,11,30.486035,-101.7882521
SIC27,SIC,2019,SIC-2019,S,S,sS,21,11,30.486035,-101.7882521
SIC28,SIC,2019,SIC-2019,S,S,sS,20,14,30.486035,-101.7882521
SIC29,SIC,2019,SIC-2019,S,S,sS,20,13,30.486035,-101.7882521
SIC30,SIC,2019,SIC-2019,S,S,sS,12,11,30.486035,-101.7882521
SIC31,SIC,2019,SIC-2019,S,S,sS,14,12,30.486035,-101.7882521
SILB-2018-01,SILB,2018,SILB-2018,S,S,nS,33,11,42.44124,-87.80295
SILB-2018-02,SILB,2018,SILB-2018,S,S,nS,10,5,42.44124,-87.80295
SILB-2018-03,SILB,2018,SILB-2018,S,S,nS,34,12,42.44124,-87.80295
SILB-2018-04,SILB,2018,SILB-2018,S,S,nS,35,10,42.44124,-87.80295
SILB-2018-05,SILB,2018,SILB-2018,S,S,nS,51,14,42.44124,-87.80295
SILB-2018-06,SILB,2018,SILB-2018,S,S,nS,32,10,42.44124,-87.80295
SILB-2018-07,SILB,2018,SILB-2018,S,S,nS,37,2,42.44124,-87.80295
SILB-2018-08,SILB,2018,SILB-2018,S,S,nS,31,8,42.44124,-87.80295
SILB-2018-09,SILB,2018,SILB-2018,S,S,nS,7,5,42.44124,-87.80295
SILB-2018-10,SILB,2018,SILB-2018,S,S,nS,27,17,42.44124,-87.80295
SILB-2018-11,SILB,2018,SILB-2018,S,S,nS,68,10,42.44124,-87.80295
SILB-2018-12,SILB,2018,SILB-2018,S,S,nS,44,6,42.44124,-87.80295
SILB-2018-13,SILB,2018,SILB-2018,S,S,nS,33,12,42.44124,-87.80295
SILB-2018-14,SILB,2018,SILB-2018,S,S,nS,18,7,42.44124,-87.80295
SILB-2018-15,SILB,2018,SILB-2018,S,S,nS,34,6,42.44124,-87.80295
SILB-2018-16,SILB,2018,SILB-2018,S,S,nS,23,15,42.44124,-87.80295
SILB-2018-17,SILB,2018,SILB-2018,S,S,nS,65,20,42.44124,-87.80295
SILB-2018-18,SILB,2018,SILB-2018,S,S,nS,19,5,42.44124,-87.80295
SILB-2018-19,SILB,2018,SILB-2018,S,S,nS,62,23,42.44124,-87.80295
SILB-2018-20,SILB,2018,SILB-2018,S,S,nS,29,5,42.44124,-87.80295
SILB-2018-21,SILB,2018,SILB-2018,S,S,nS,41,15,42.44124,-87.80295
SILB-2018-22,SILB,2018,SILB-2018,S,S,nS,37,2,42.44124,-87.80295
SILB-2018-23,SILB,2018,SILB-2018,S,S,nS,10,1,42.44124,-87.80295
SILB-2018-24,SILB,2018,SILB-2018,S,S,nS,14,3,42.44124,-87.80295
SILB-2018-25,SILB,2018,SILB-2018,S,S,nS,28,3,42.44124,-87.80295
SILB-2018-26,SILB,2018,SILB-2018,S,S,nS,87,42,42.44124,-87.80295
SILB-2018-27,SILB,2018,SILB-2018,S,S,nS,54,5,42.44124,-87.80295
SILB-2018-28,SILB,2018,SILB-2018,S,S,nS,48,8,42.44124,-87.80295
SILB-2018-29,SILB,2018,SILB-2018,S,S,nS,41,12,42.44124,-87.80295
SILB-2018-30,SILB,2018,SILB-2018,S,S,nS,79,33,42.44124,-87.80295
SILB01,SILB,2017,SILB-2017,S,S,nS,85,26,42.44124,-87.80295
SILB02,SILB,2017,SILB-2017,S,S,nS,31,8,42.44124,-87.80295
SILB03,SILB,2017,SILB-2017,S,S,nS,11,2,42.44124,-87.80295
SILB04,SILB,2017,SILB-2017,S,S,nS,22,3,42.44124,-87.80295
SILB05,SILB,2017,SILB-2017,S,S,nS,41,3,42.44124,-87.80295
SILB06,SILB,2017,SILB-2017,S,S,nS,61,8,42.44124,-87.80295
SILB07,SILB,2017,SILB-2017,S,S,nS,20,9,42.44124,-87.80295
SILB08,SILB,2017,SILB-2017,S,S,nS,32,5,42.44124,-87.80295
SILB09,SILB,2017,SILB-2017,S,S,nS,35,7,42.44124,-87.80295
SILB10,SILB,2017,SILB-2017,S,S,nS,25,16,42.44124,-87.80295
SILB11,SILB,2017,SILB-2017,S,S,nS,44,4,42.44124,-87.80295
SILB12,SILB,2017,SILB-2017,S,S,nS,38,0,42.44124,-87.80295
SILB13,SILB,2017,SILB-2017,S,S,nS,23,0,42.44124,-87.80295
SILB14,SILB,2017,SILB-2017,S,S,nS,43,2,42.44124,-87.80295
SILB15,SILB,2017,SILB-2017,S,S,nS,32,0,42.44124,-87.80295
SILB16,SILB,2017,SILB-2017,S,S,nS,85,22,42.44124,-87.80295
SILB17,SILB,2017,SILB-2017,S,S,nS,103,17,42.44124,-87.80295
SILB18,SILB,2017,SILB-2017,S,S,nS,92,18,42.44124,-87.80295
SILB19,SILB,2017,SILB-2017,S,S,nS,25,3,42.44124,-87.80295
SILB20,SILB,2017,SILB-2017,S,S,nS,53,8,42.44124,-87.80295
SILB21,SILB,2017,SILB-2017,S,S,nS,118,26,42.44124,-87.80295
SILB22,SILB,2017,SILB-2017,S,S,nS,72,8,42.44124,-87.80295
SILB23,SILB,2017,SILB-2017,S,S,nS,35,12,42.44124,-87.80295
SILB24,SILB,2017,SILB-2017,S,S,nS,45,10,42.44124,-87.80295
SILB25,SILB,2017,SILB-2017,S,S,nS,71,13,42.44124,-87.80295
SILB26,SILB,2017,SILB-2017,S,S,nS,41,14,42.44124,-87.80295
SILB27,SILB,2017,SILB-2017,S,S,nS,51,10,42.44124,-87.80295
SILB28,SILB,2017,SILB-2017,S,S,nS,12,1,42.44124,-87.80295
SILB29,SILB,2017,SILB-2017,S,S,nS,52,10,42.44124,-87.80295
SILB30,SILB,2017,SILB-2017,S,S,nS,61,16,42.44124,-87.80295
SMP01,SMP,2019,SMP-2019,S,S,sS,20,4,32.2852116,-100.7884505
SMP02,SMP,2019,SMP-2019,S,S,sS,18,10,32.2852116,-100.7884505
SMP03,SMP,2019,SMP-2019,S,S,sS,16,8,32.2852116,-100.7884505
SMP04,SMP,2019,SMP-2019,S,S,sS,29,6,32.2852116,-100.7884505
SMP05,SMP,2019,SMP-2019,S,S,sS,30,19,32.2852116,-100.7884505
SMP06,SMP,2019,SMP-2019,S,S,sS,23,11,32.2852116,-100.7884505
SMP07,SMP,2019,SMP-2019,S,S,sS,22,13,32.2852116,-100.7884505
SMP08,SMP,2019,SMP-2019,S,S,sS,44,25,32.2852116,-100.7884505
SMP09,SMP,2019,SMP-2019,S,S,sS,45,19,32.2852116,-100.7884505
SMP10,SMP,2019,SMP-2019,S,S,sS,34,7,32.2852116,-100.7884505
SMP11,SMP,2019,SMP-2019,S,S,sS,36,24,32.2852116,-100.7884505
SMP12,SMP,2019,SMP-2019,S,S,sS,33,14,32.2852116,-100.7884505
SMP13,SMP,2019,SMP-2019,S,S,sS,27,10,32.2852116,-100.7884505
SMP14,SMP,2019,SMP-2019,S,S,sS,34,16,32.2852116,-100.7884505
SMP15,SMP,2019,SMP-2019,S,S,sS,20,10,32.2852116,-100.7884505
SMP16,SMP,2019,SMP-2019,S,S,sS,17,3,32.2852116,-100.7884505
SMP17,SMP,2019,SMP-2019,S,S,sS,22,5,32.2852116,-100.7884505
SMP18,SMP,2019,SMP-2019,S,S,sS,23,10,32.2852116,-100.7884505
SMP19,SMP,2019,SMP-2019,S,S,sS,65,14,32.2852116,-100.7884505
SMP20,SMP,2019,SMP-2019,S,S,sS,35,8,32.2852116,-100.7884505
SMP21,SMP,2019,SMP-2019,S,S,sS,42,19,32.2852116,-100.7884505
SMP22,SMP,2019,SMP-2019,S,S,sS,27,10,32.2852116,-100.7884505
SMP23,SMP,2019,SMP-2019,S,S,sS,15,4,32.2852116,-100.7884505
SMP24,SMP,2019,SMP-2019,S,S,sS,40,27,32.2852116,-100.7884505
SMP25,SMP,2019,SMP-2019,S,S,sS,38,18,32.2852116,-100.7884505
SMP26,SMP,2019,SMP-2019,S,S,sS,28,9,32.2852116,-100.7884505
SMP27,SMP,2019,SMP-2019,S,S,sS,21,15,32.2852116,-100.7884505
SMP28,SMP,2019,SMP-2019,S,S,sS,25,19,32.2852116,-100.7884505
SMP29,SMP,2019,SMP-2019,S,S,sS,43,14,32.2852116,-100.7884505
SMP30,SMP,2019,SMP-2019,S,S,sS,36,18,32.2852116,-100.7884505
SNRM-2018-01,SNRM,2018,SNRM-2018,S,S,nS,30,2,41.89933,-89.34156
SNRM-2018-02,SNRM,2018,SNRM-2018,S,S,nS,29,8,41.89933,-89.34156
SNRM-2018-03,SNRM,2018,SNRM-2018,S,S,nS,41,6,41.89933,-89.34156
SNRM-2018-04,SNRM,2018,SNRM-2018,S,S,nS,14,3,41.89933,-89.34156
SNRM-2018-05,SNRM,2018,SNRM-2018,S,S,nS,9,4,41.89933,-89.34156
SNRM-2018-06,SNRM,2018,SNRM-2018,S,S,nS,11,3,41.89933,-89.34156
SNRM-2018-07,SNRM,2018,SNRM-2018,S,S,nS,12,1,41.89933,-89.34156
SNRM-2018-08,SNRM,2018,SNRM-2018,S,S,nS,3,3,41.89933,-89.34156
SNRM-2018-09,SNRM,2018,SNRM-2018,S,S,nS,17,4,41.89933,-89.34156
SNRM-2018-10,SNRM,2018,SNRM-2018,S,S,nS,6,1,41.89933,-89.34156
SNRM-2018-11,SNRM,2018,SNRM-2018,S,S,nS,12,1,41.89933,-89.34156
SNRM-2018-12,SNRM,2018,SNRM-2018,S,S,nS,31,10,41.89933,-89.34156
SNRM-2018-13,SNRM,2018,SNRM-2018,S,S,nS,33,6,41.89933,-89.34156
SNRM-2018-14,SNRM,2018,SNRM-2018,S,S,nS,35,3,41.89933,-89.34156
SNRM-2018-15,SNRM,2018,SNRM-2018,S,S,nS,15,2,41.89933,-89.34156
SNRM01,SNRM,2017,SNRM-2017,S,S,nS,90,44,41.89933,-89.34156
SNRM02,SNRM,2017,SNRM-2017,S,S,nS,41,20,41.89933,-89.34156
SNRM03,SNRM,2017,SNRM-2017,S,S,nS,87,51,41.89933,-89.34156
SNRM04,SNRM,2017,SNRM-2017,S,S,nS,33,19,41.89933,-89.34156
SNRM05,SNRM,2017,SNRM-2017,S,S,nS,40,18,41.89933,-89.34156
SNRM06,SNRM,2017,SNRM-2017,S,S,nS,47,17,41.89933,-89.34156
SNRM07,SNRM,2017,SNRM-2017,S,S,nS,52,5,41.89933,-89.34156
SNRM08,SNRM,2017,SNRM-2017,S,S,nS,48,22,41.89933,-89.34156
SNRM09,SNRM,2017,SNRM-2017,S,S,nS,41,25,41.89933,-89.34156
SNRM10,SNRM,2017,SNRM-2017,S,S,nS,70,36,41.89933,-89.34156
SNRM11,SNRM,2017,SNRM-2017,S,S,nS,20,12,41.89933,-89.34156
SNRM12,SNRM,2017,SNRM-2017,S,S,nS,61,31,41.89933,-89.34156
SNRM13,SNRM,2017,SNRM-2017,S,S,nS,8,3,41.89933,-89.34156
SNRM14,SNRM,2017,SNRM-2017,S,S,nS,42,23,41.89933,-89.34156
SNRM15,SNRM,2017,SNRM-2017,S,S,nS,65,42,41.89933,-89.34156
SNRM16,SNRM,2017,SNRM-2017,S,S,nS,29,12,41.89933,-89.34156
SNRM17,SNRM,2017,SNRM-2017,S,S,nS,41,19,41.89933,-89.34156
SNRM18,SNRM,2017,SNRM-2017,S,S,nS,41,6,41.89933,-89.34156
SNRM19,SNRM,2017,SNRM-2017,S,S,nS,66,23,41.89933,-89.34156
SNRM20,SNRM,2017,SNRM-2017,S,S,nS,129,54,41.89933,-89.34156
SNRM21,SNRM,2017,SNRM-2017,S,S,nS,34,9,41.89933,-89.34156
SNRM22,SNRM,2017,SNRM-2017,S,S,nS,17,9,41.89933,-89.34156
SNRM23,SNRM,2017,SNRM-2017,S,S,nS,63,23,41.89933,-89.34156
SNRM24,SNRM,2017,SNRM-2017,S,S,nS,49,27,41.89933,-89.34156
SNRM25,SNRM,2017,SNRM-2017,S,S,nS,10,7,41.89933,-89.34156
SNRM26,SNRM,2017,SNRM-2017,S,S,nS,8,5,41.89933,-89.34156
SNRM27,SNRM,2017,SNRM-2017,S,S,nS,12,6,41.89933,-89.34156
SNRM28,SNRM,2017,SNRM-2017,S,S,nS,43,1,41.89933,-89.34156
SNRM29,SNRM,2017,SNRM-2017,S,S,nS,54,5,41.89933,-89.34156
SNRM30,SNRM,2017,SNRM-2017,S,S,nS,14,1,41.89933,-89.34156
SSC01,SSC,2018,SSC-2018,S,S,nS,37,15,44.55531,-92.59423
SSC02,SSC,2018,SSC-2018,S,S,nS,38,31,44.55531,-92.59423
SSC03,SSC,2018,SSC-2018,S,S,nS,21,16,44.55531,-92.59423
SSC04,SSC,2018,SSC-2018,S,S,nS,41,20,44.55531,-92.59423
SSC05,SSC,2018,SSC-2018,S,S,nS,53,25,44.55531,-92.59423
SSC06,SSC,2018,SSC-2018,S,S,nS,9,8,44.55531,-92.59423
SSC07,SSC,2018,SSC-2018,S,S,nS,16,13,44.55531,-92.59423
SSC08,SSC,2018,SSC-2018,S,S,nS,45,28,44.55531,-92.59423
SSC09,SSC,2018,SSC-2018,S,S,nS,20,10,44.55531,-92.59423
SSC10,SSC,2018,SSC-2018,S,S,nS,57,26,44.55531,-92.59423
SSC11,SSC,2018,SSC-2018,S,S,nS,20,9,44.55531,-92.59423
SSC12,SSC,2018,SSC-2018,S,S,nS,45,33,44.55531,-92.59423
SSC13,SSC,2018,SSC-2018,S,S,nS,9,1,44.55531,-92.59423
SSC14,SSC,2018,SSC-2018,S,S,nS,14,3,44.55531,-92.59423
SSC15,SSC,2018,SSC-2018,S,S,nS,20,9,44.55531,-92.59423
SSC16,SSC,2018,SSC-2018,S,S,nS,75,46,44.55531,-92.59423
SSC17,SSC,2018,SSC-2018,S,S,nS,45,31,44.55531,-92.59423
SSC18,SSC,2018,SSC-2018,S,S,nS,27,9,44.55531,-92.59423
SSC19,SSC,2018,SSC-2018,S,S,nS,39,14,44.55531,-92.59423
SSC20,SSC,2018,SSC-2018,S,S,nS,80,49,44.55531,-92.59423
SSC21,SSC,2018,SSC-2018,S,S,nS,16,8,44.55531,-92.59423
SSC22,SSC,2018,SSC-2018,S,S,nS,28,16,44.55531,-92.59423
SSC23,SSC,2018,SSC-2018,S,S,nS,55,21,44.55531,-92.59423
SSC24,SSC,2018,SSC-2018,S,S,nS,27,17,44.55531,-92.59423
SSC25,SSC,2018,SSC-2018,S,S,nS,26,16,44.55531,-92.59423
SSC26,SSC,2018,SSC-2018,S,S,nS,24,12,44.55531,-92.59423
SSC27,SSC,2018,SSC-2018,S,S,nS,23,12,44.55531,-92.59423
SSC28,SSC,2018,SSC-2018,S,S,nS,42,34,44.55531,-92.59423
SSC29,SSC,2018,SSC-2018,S,S,nS,26,10,44.55531,-92.59423
SSC30,SSC,2018,SSC-2018,S,S,nS,34,20,44.55531,-92.59423
SYH01,SYH,2019,SYH-2019,S,S,sS,12,5,32.03469,-104.4479
SYH02,SYH,2019,SYH-2019,S,S,sS,10,7,32.03469,-104.4479
SYH03,SYH,2019,SYH-2019,S,S,sS,14,11,32.03469,-104.4479
SYH04,SYH,2019,SYH-2019,S,S,sS,14,4,32.03469,-104.4479
SYH05,SYH,2019,SYH-2019,S,S,sS,9,4,32.03469,-104.4479
SYH06,SYH,2019,SYH-2019,S,S,sS,19,7,32.03469,-104.4479
SYH07,SYH,2019,SYH-2019,S,S,sS,21,10,32.03469,-104.4479
SYH08,SYH,2019,SYH-2019,S,S,sS,10,5,32.03469,-104.4479
SYH09,SYH,2019,SYH-2019,S,S,sS,16,9,32.03469,-104.4479
SYH10,SYH,2019,SYH-2019,S,S,sS,7,5,32.03469,-104.4479
SYH11,SYH,2019,SYH-2019,S,S,sS,26,20,32.03469,-104.4479
SYH12,SYH,2019,SYH-2019,S,S,sS,12,5,32.03469,-104.4479
SYH13,SYH,2019,SYH-2019,S,S,sS,32,17,32.03469,-104.4479
SYH14,SYH,2019,SYH-2019,S,S,sS,11,9,32.03469,-104.4479
SYH15,SYH,2019,SYH-2019,S,S,sS,16,13,32.03469,-104.4479
SYH16,SYH,2019,SYH-2019,S,S,sS,32,18,32.03469,-104.4479
SYH17,SYH,2019,SYH-2019,S,S,sS,13,6,32.03469,-104.4479
SYH18,SYH,2019,SYH-2019,S,S,sS,34,22,32.03469,-104.4479
SYH19,SYH,2019,SYH-2019,S,S,sS,22,10,32.03469,-104.4479
SYH20,SYH,2019,SYH-2019,S,S,sS,11,6,32.03469,-104.4479
SYH21,SYH,2019,SYH-2019,S,S,sS,26,16,32.03469,-104.4479
SYH22,SYH,2019,SYH-2019,S,S,sS,27,19,32.03469,-104.4479
SYH23,SYH,2019,SYH-2019,S,S,sS,40,26,32.03469,-104.4479
SYH24,SYH,2019,SYH-2019,S,S,sS,36,22,32.03469,-104.4479
SYH25,SYH,2019,SYH-2019,S,S,sS,18,10,32.03469,-104.4479
SYH26,SYH,2019,SYH-2019,S,S,sS,23,13,32.03469,-104.4479
SYH27,SYH,2019,SYH-2019,S,S,sS,21,7,32.03469,-104.4479
SYH28,SYH,2019,SYH-2019,S,S,sS,31,14,32.03469,-104.4479
SYH29,SYH,2019,SYH-2019,S,S,sS,29,2,32.03469,-104.4479
SYH30,SYH,2019,SYH-2019,S,S,sS,19,5,32.03469,-104.4479
